Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Feiertag,Ferien
2015-01-24,3,133.804409424965,NA,7,-0.5,10,71,NA,NA
2015-01-25,3,182.842935108665,NA,6,2.875,6,NA,NA,NA
2015-01-26,3,94.8677658759417,NA,7,3.375,10,61,NA,NA
2015-01-27,3,127.229895506694,NA,2,4.875,13,NA,NA,NA
2015-01-28,3,119.389750342982,NA,7,4.875,17,61,NA,NA
2015-01-29,3,130.868669740543,NA,7,1.5,12,75,NA,NA
2015-01-30,3,159.093345754654,NA,7,1.125,6,NA,NA,NA
2015-01-31,3,168.031157476338,NA,7,-2.375,7,49,NA,NA
2015-02-01,3,187.804159224486,NA,7,-0.25,9,75,NA,NA
2015-02-02,3,117.759219302661,NA,6,1,10,22,NA,NA
2015-02-03,3,117.984827108186,NA,7,-1,10,77,NA,NA
2015-02-04,3,92.2056862044036,NA,6,-1.875,9,0,NA,NA
2015-02-05,3,78.9008139226001,NA,5,0.75,10,22,NA,NA
2015-02-06,3,115.704976585312,NA,2,-0.5,6,22,NA,NA
2015-02-07,3,140.836707362583,NA,7,4.125,18,20,NA,NA
2015-02-08,3,178.816699756959,NA,1,3.375,14,NA,NA,NA
2015-02-09,3,79.404680687591,NA,7,6.875,13,61,NA,NA
2015-02-10,3,103.738973554113,NA,7,7.625,11,NA,NA,NA
2015-02-11,3,99.6609741429996,NA,8,4,5,NA,NA,NA
2015-02-12,3,80.5417984183017,NA,8,2,4,10,NA,NA
2015-02-13,3,106.163072731659,NA,8,1.25,6,10,NA,NA
2015-02-14,3,143.371302913962,NA,7,1.625,9,28,NA,NA
2015-02-15,3,173.243830006668,NA,7,3.125,16,10,NA,NA
2015-02-16,3,126.326268412728,NA,8,2,9,10,NA,NA
2015-02-17,3,113.350935013155,NA,6,1.125,7,45,NA,NA
2015-02-18,3,81.7131255419403,NA,3,5.5,12,10,NA,NA
2015-02-19,3,96.8477619511367,NA,0,6.25,13,5,NA,NA
2015-02-20,3,106.086454562447,NA,8,3.875,11,71,NA,NA
2015-02-21,3,124.81765406962,NA,7,3.875,16,61,NA,NA
2015-02-22,3,189.394297054986,NA,5,5.25,13,0,NA,NA
2015-02-23,3,94.7593504073171,NA,7,4.5,12,61,NA,NA
2015-02-24,3,81.9621637813295,NA,7,5.625,12,61,NA,NA
2015-02-25,3,104.962981551613,NA,5,5.875,10,NA,NA,NA
2015-02-26,3,61.8286141075604,NA,5,6.625,10,0,NA,NA
2015-02-27,3,107.787737695716,NA,7,4.5,9,61,NA,NA
2015-02-28,3,131.146672361349,NA,3,5.625,10,0,NA,NA
2015-03-01,3,174.178021471163,NA,7,6.75,15,61,NA,NA
2015-03-02,3,82.7182341803118,NA,6,5.125,23,61,NA,NA
2015-03-03,3,77.4418733695842,NA,6,5,14,61,NA,NA
2015-03-04,3,102.301053538414,NA,6,5,18,61,NA,NA
2015-03-05,3,117.287155134629,NA,7,6.625,14,NA,NA,NA
2015-03-06,3,121.559740836917,NA,7,8.125,12,20,NA,NA
2015-03-07,3,116.290165013612,NA,7,10.125,13,0,NA,NA
2015-03-08,3,177.593434050659,NA,0,14,12,NA,NA,NA
2015-03-09,3,80.1311749505893,NA,4,8.375,6,NA,NA,NA
2015-03-10,3,130.325454800002,NA,3,9.5,13,10,NA,NA
2015-03-11,3,102.068111666797,NA,0,9.125,12,NA,NA,NA
2015-03-12,3,94.0642345732726,NA,0,7.125,10,0,NA,NA
2015-03-13,3,100.192312221242,NA,6,4.875,15,NA,NA,NA
2015-03-14,3,137.39060848102,NA,7,5.125,15,NA,NA,NA
2015-03-15,3,119.54516706624,NA,7,5.75,13,21,NA,NA
2015-03-16,3,104.061780753424,NA,2,8.625,13,10,NA,NA
2015-03-17,3,97.6460875999715,NA,1,10.75,11,5,NA,NA
2015-03-18,3,108.643986899682,NA,4,10.625,8,NA,NA,NA
2015-03-19,3,76.0556430358186,NA,0,10.375,9,0,NA,NA
2015-03-20,3,94.5632337202022,NA,7,5,9,45,NA,NA
2015-03-21,3,128.118006311446,NA,7,4.5,21,61,NA,NA
2015-03-22,3,124.288818099514,NA,0,4.375,8,NA,NA,NA
2015-03-23,3,97.7709681259075,NA,0,7.75,12,NA,NA,NA
2015-03-24,3,86.518746534295,NA,6,7.875,6,0,NA,NA
2015-03-25,3,100.897840106466,NA,6,7.875,14,5,NA,NA
2015-03-26,3,93.3229257148621,NA,7,7.125,9,0,NA,NA
2015-03-27,3,117.875796154693,NA,7,7,7,61,NA,NA
2015-03-28,3,145.979562367808,NA,7,8.5,10,NA,NA,NA
2015-03-29,3,140.02511297781,NA,7,8.25,12,61,NA,NA
2015-03-30,3,101.685038768879,NA,6,6.5,29,61,NA,NA
2015-03-31,3,79.3577018316481,NA,7,6.375,35,61,NA,NA
2015-04-01,3,151.109608356409,NA,4,5,24,22,NA,Osterferien
2015-04-02,3,183.215551302075,NA,6,6.5,19,61,NA,Osterferien
2015-04-04,3,262.841739078878,NA,0,8.375,11,NA,NA,Osterferien
2015-04-05,3,243.89821522098,NA,3,8.625,11,NA,Ostersonntag,Osterferien
2015-04-06,3,232.926035642952,NA,0,7.75,10,NA,Ostermontag,Osterferien
2015-04-07,3,139.741645956969,NA,7,7.75,14,61,NA,Osterferien
2015-04-08,3,134.171856017115,NA,2,12,11,NA,NA,Osterferien
2015-04-09,3,144.665453378248,NA,2,11.875,7,0,NA,Osterferien
2015-04-10,3,176.191631914365,NA,1,14.125,8,5,NA,Osterferien
2015-04-11,3,241.954245467709,NA,2,16.75,14,61,NA,Osterferien
2015-04-12,3,148.003916028181,NA,5,12.375,16,NA,NA,Osterferien
2015-04-13,3,115.775782324593,NA,4,8.875,21,61,NA,Osterferien
2015-04-14,3,114.709486133908,NA,7,10.75,17,61,NA,Osterferien
2015-04-15,3,77.9760319762046,NA,0,15.5,19,5,NA,Osterferien
2015-04-16,3,80.6127984834301,NA,6,9.375,16,21,NA,Osterferien
2015-04-17,3,95.874962983171,NA,0,10.5,15,NA,NA,Osterferien
2015-04-18,3,147.280675283552,NA,0,10.875,8,NA,NA,NA
2015-04-19,3,157.80717948852,NA,0,10.125,11,NA,NA,NA
2015-04-20,3,91.0940508208695,NA,0,14.25,9,NA,NA,NA
2015-04-21,3,102.899554988628,NA,0,14.625,17,5,NA,NA
2015-04-22,3,95.2336165638254,NA,0,12.125,7,NA,NA,NA
2015-04-23,3,106.231696176478,NA,1,13.625,12,NA,NA,NA
2015-04-24,3,102.172051099545,NA,2,13.875,9,20,NA,NA
2015-04-25,3,129.196066694569,NA,7,13.75,8,63,NA,NA
2015-04-26,3,112.950650114719,NA,8,7,11,61,NA,NA
2015-04-27,3,114.70001375553,NA,4,10.125,11,NA,NA,NA
2015-04-28,3,124.236952144972,NA,3,10.25,13,NA,NA,NA
2015-04-29,3,129.552575416168,NA,5,12.625,12,NA,NA,NA
2015-04-30,3,116.009163395934,NA,6,11.375,10,61,NA,NA
2015-05-02,3,216.662099390377,NA,3,11,12,0,NA,NA
2015-05-03,3,154.503619536054,NA,1,14.75,12,61,NA,NA
2015-05-04,3,98.8957608807515,NA,5,15.875,13,21,NA,NA
2015-05-05,3,81.0951589620809,NA,4,20,15,95,NA,NA
2015-05-06,3,101.849963136114,NA,3,17.125,11,21,NA,NA
2015-05-07,3,91.9617294778322,NA,6,12,16,21,NA,NA
2015-05-08,3,108.544660936963,NA,2,11.5,11,NA,NA,NA
2015-05-09,3,170.599905877058,NA,7,13.5,14,61,NA,NA
2015-05-10,3,161.944454769077,NA,2,12.75,18,0,NA,NA
2015-05-11,3,102.844671644941,NA,0,19.75,11,NA,NA,NA
2015-05-12,3,96.1947537258803,NA,7,14.625,14,63,NA,NA
2015-05-13,3,178.860014594185,NA,7,11.875,16,21,NA,NA
2015-05-14,3,164.032004782974,NA,7,11.25,10,20,Christi Himmelfahrt,NA
2015-05-15,3,190.846157649949,NA,6,13.5,9,NA,NA,Himmelfahrt/Pfingsten
2015-05-16,3,223.041083514403,NA,7,10.5,11,61,NA,NA
2015-05-17,3,174.978926934013,NA,3,12.625,17,21,NA,NA
2015-05-18,3,123.539420521468,NA,6,11.625,8,61,NA,NA
2015-05-19,3,105.471840044604,NA,6,10.125,11,63,NA,NA
2015-05-20,3,101.255561525615,NA,5,12.25,9,63,NA,NA
2015-05-21,3,124.516554568504,NA,6,12.625,10,61,NA,NA
2015-05-22,3,146.521590810863,NA,4,17,12,NA,NA,NA
2015-05-23,3,234.957626970933,NA,5,13.375,8,0,NA,NA
2015-05-24,3,238.55018095415,NA,2,14.375,8,NA,Pfingstsonntag,NA
2015-05-25,3,247.362274318026,NA,7,11.75,10,61,Pfingstmontag,NA
2015-05-26,3,143.902124921962,NA,6,13,14,21,NA,NA
2015-05-27,3,119.585121426913,NA,7,12.625,13,61,NA,NA
2015-05-28,3,141.838393882903,NA,6,13.125,12,63,NA,NA
2015-05-29,3,131.050800847681,NA,6,14.625,8,61,NA,NA
2015-05-30,3,177.88318176972,NA,4,11.625,15,61,NA,NA
2015-05-31,3,167.824076578166,NA,7,14.5,10,61,NA,NA
2015-06-01,3,116.16860416703,NA,5,14.25,16,NA,NA,NA
2015-06-02,3,132.861613332833,NA,7,14.25,14,61,NA,NA
2015-06-03,3,118.973513836699,NA,6,15.25,18,21,NA,NA
2015-06-04,3,147.299840903324,NA,0,16.375,9,0,NA,NA
2015-06-05,3,163.498578067888,NA,0,22.625,9,NA,NA,NA
2015-06-06,3,251.617849812226,NA,3,18.5,19,10,NA,NA
2015-06-07,3,175.770248988223,NA,4,16.625,15,NA,NA,NA
2015-06-08,3,151.080049836377,NA,6,14.375,12,NA,NA,NA
2015-06-09,3,140.029285146903,NA,3,15.25,8,NA,NA,NA
2015-06-10,3,108.416922856521,NA,0,18,7,NA,NA,NA
2015-06-11,3,121.550989282568,NA,1,16,10,NA,NA,NA
2015-06-12,3,142.809454024055,NA,0,20.25,10,NA,NA,NA
2015-06-13,3,242.025878557973,NA,6,21.875,12,61,NA,NA
2015-06-14,3,191.003479398523,NA,7,14.375,12,NA,NA,NA
2015-06-15,3,146.513955766517,NA,8,13.625,11,21,NA,NA
2015-06-16,3,115.199444682387,NA,7,13.625,14,NA,NA,NA
2015-06-17,3,138.272896315851,NA,7,16.5,9,61,NA,NA
2015-06-18,3,132.829460804496,NA,7,13.25,13,61,NA,NA
2015-06-19,3,149.93941661601,NA,7,14.25,14,61,NA,NA
2015-06-20,3,220.298734884554,1,5,17.125,13,NA,NA,NA
2015-06-21,3,206.347777642486,1,6,15.75,6,NA,NA,NA
2015-06-22,3,183.964615046141,1,5,13.5,8,61,NA,NA
2015-06-23,3,172.407057152837,1,5,16.5,10,21,NA,NA
2015-06-24,3,179.618053020787,1,8,12.625,14,61,NA,Sommerferien
2015-06-25,3,169.658267286,1,6,17.125,8,21,NA,Sommerferien
2015-06-26,3,181.11146289077,1,7,19.25,5,61,NA,Sommerferien
2015-06-27,3,274.594255311076,1,7,19.375,16,61,NA,Sommerferien
2015-06-28,3,248.020004494018,1,2,19.875,10,NA,NA,Sommerferien
2015-06-29,3,194.136671031459,NA,3,21.5,12,NA,NA,Sommerferien
2015-06-30,3,208.082577987922,NA,3,20.25,9,NA,NA,Sommerferien
2015-07-01,3,197.623339824018,NA,0,23.125,13,NA,NA,Sommerferien
2015-07-02,3,197.917442499618,NA,0,27.375,12,NA,NA,Sommerferien
2015-07-03,3,160.204702317167,NA,1,25.625,10,NA,NA,Sommerferien
2015-07-04,3,247.071452490507,NA,0,26.5,10,NA,NA,Sommerferien
2015-07-05,3,259.904234971271,NA,4,25.25,9,21,NA,Sommerferien
2015-07-06,3,180.976011570668,NA,3,19.875,16,NA,NA,Sommerferien
2015-07-07,3,205.786503054919,NA,4,24.75,9,61,NA,Sommerferien
2015-07-08,3,192.61324743982,NA,6,16.625,16,63,NA,Sommerferien
2015-07-09,3,164.223975843097,NA,6,14.375,24,61,NA,Sommerferien
2015-07-10,3,175.415571182845,NA,3,16.125,18,21,NA,Sommerferien
2015-07-11,3,259.589585454307,NA,6,17.75,9,21,NA,Sommerferien
2015-07-12,3,226.576988477566,NA,7,19.25,12,61,NA,Sommerferien
2015-07-13,3,178.246604676721,NA,6,19.375,11,NA,NA,Sommerferien
2015-07-14,3,241.122838912105,NA,3,19.625,9,0,NA,Sommerferien
2015-07-15,3,239.988521470692,NA,3,20.125,14,NA,NA,Sommerferien
2015-07-16,3,221.649707015925,NA,4,18.75,7,NA,NA,Sommerferien
2015-07-17,3,230.878548082359,NA,4,23.25,12,21,NA,Sommerferien
2015-07-18,3,276.149969844093,NA,2,20.875,16,NA,NA,Sommerferien
2015-07-19,3,298.356080226216,NA,7,14.5,5,63,NA,Sommerferien
2015-07-20,3,212.208013890009,NA,6,18.375,12,20,NA,Sommerferien
2015-07-21,3,211.333116743005,NA,3,21.375,16,0,NA,Sommerferien
2015-07-22,3,254.371952847912,NA,2,23.75,12,0,NA,Sommerferien
2015-07-23,3,247.826303732974,NA,5,18.375,12,61,NA,Sommerferien
2015-07-24,3,298.052943490147,NA,7,19.375,10,NA,NA,Sommerferien
2015-07-25,3,251.567269387341,NA,6,20,10,95,NA,Sommerferien
2015-07-26,3,282.734202808242,NA,5,16.75,19,61,NA,Sommerferien
2015-07-27,3,254.815545241132,NA,7,15.875,8,61,NA,Sommerferien
2015-07-28,3,246.812365432227,NA,7,17.375,15,63,NA,Sommerferien
2015-07-29,3,249.35234686611,NA,5,14.875,12,61,NA,Sommerferien
2015-07-30,3,242.660499067924,NA,7,14,16,61,NA,Sommerferien
2015-07-31,3,283.048417124278,NA,7,15.875,15,NA,NA,Sommerferien
2015-08-01,3,334.423781150557,NA,0,17.625,12,NA,NA,Sommerferien
2015-08-02,3,295.678869316227,NA,0,21.5,8,NA,NA,Sommerferien
2015-08-03,3,281.888462974889,NA,0,26,7,NA,NA,Sommerferien
2015-08-04,3,309.17321482985,NA,2,26.5,15,61,NA,Sommerferien
2015-08-05,3,339.639983055885,NA,2,21.75,8,21,NA,Sommerferien
2015-08-06,3,298.46095836567,NA,1,27.625,6,NA,NA,Sommerferien
2015-08-07,3,323.842230895475,NA,4,20,9,63,NA,Sommerferien
2015-08-08,3,341.525699924904,NA,6,19.125,10,NA,NA,Sommerferien
2015-08-09,3,287.13259851044,NA,0,21,10,NA,NA,Sommerferien
2015-08-10,3,326.181200375735,NA,3,22.5,8,21,NA,Sommerferien
2015-08-11,3,281.806632304885,NA,4,22.125,7,NA,NA,Sommerferien
2015-08-12,3,253.319885412416,NA,5,19.125,9,21,NA,Sommerferien
2015-08-13,3,276.603435380993,NA,0,20.75,13,0,NA,Sommerferien
2015-08-14,3,265.26265451612,NA,4,24,14,NA,NA,Sommerferien
2015-08-15,3,275.131682077987,NA,7,20.875,8,61,NA,Sommerferien
2015-08-16,3,272.443155861778,NA,6,21.5,10,0,NA,Sommerferien
2015-08-17,3,225.824836898901,NA,7,19.375,14,61,NA,Sommerferien
2015-08-18,3,213.544733417009,NA,7,19.25,13,21,NA,Sommerferien
2015-08-19,3,253.357829339858,NA,3,19.625,8,5,NA,Sommerferien
2015-08-20,3,238.024936225258,NA,1,20.375,8,10,NA,Sommerferien
2015-08-21,3,279.310643727765,NA,1,22.875,7,0,NA,Sommerferien
2015-08-22,3,323.66800659999,NA,0,23.5,12,NA,NA,Sommerferien
2015-08-23,3,251.902666988145,NA,0,21.625,18,0,NA,Sommerferien
2015-08-24,3,190.508482582971,NA,6,20.75,8,NA,NA,Sommerferien
2015-08-25,3,229.973515522141,NA,6,17.75,12,21,NA,Sommerferien
2015-08-26,3,201.986667710507,NA,5,22.125,9,NA,NA,Sommerferien
2015-08-27,3,189.080053057953,NA,6,18.125,12,61,NA,Sommerferien
2015-08-28,3,220.364674945731,NA,2,19.625,11,20,NA,Sommerferien
2015-08-29,3,260.194902571308,NA,4,20.125,6,NA,NA,Sommerferien
2015-08-30,3,241.279546935983,NA,5,19.375,10,21,NA,NA
2015-08-31,3,189.281147313922,NA,3,21.875,8,65,NA,NA
2015-09-01,3,156.502080674637,NA,8,17.625,12,61,NA,NA
2015-09-02,3,178.040049194498,NA,5,17,13,21,NA,NA
2015-09-03,3,182.593119062727,NA,3,17.75,8,NA,NA,NA
2015-09-04,3,171.837229866917,NA,7,15.625,10,61,NA,NA
2015-09-05,3,222.910401079499,NA,5,14.125,20,61,NA,NA
2015-09-06,3,165.931422433638,NA,5,17,18,NA,NA,NA
2015-09-07,3,162.201655398535,NA,0,17.25,12,NA,NA,NA
2015-09-08,3,137.00335083586901,NA,2,17.5,9,0,NA,NA
2015-09-09,3,145.443243273014,NA,1,16.875,10,NA,NA,NA
2015-09-10,3,160.140587535139,NA,1,17.625,14,NA,NA,NA
2015-09-11,3,117.688324874624,NA,7,15,12,61,NA,NA
2015-09-12,3,256.24856314601,NA,5,18.5,8,NA,NA,NA
2015-09-13,3,180.682163454072,NA,6,18.5,5,20,NA,NA
2015-09-14,3,114.521175435237,NA,7,17.625,6,63,NA,NA
2015-09-15,3,104.019391254186,NA,4,13.875,10,95,NA,NA
2015-09-16,3,139.313497563127,NA,7,15.25,6,61,NA,NA
2015-09-17,3,126.856599332132,NA,6,18,12,61,NA,NA
2015-09-18,3,130.194081365583,NA,5,17.25,10,0,NA,NA
2015-09-19,3,166.13465629308,NA,7,15.25,7,61,NA,NA
2015-09-20,3,163.752648797866,NA,3,15.625,15,21,NA,NA
2015-09-21,3,115.796286729832,NA,7,13.375,6,61,NA,NA
2015-09-22,3,125.429354816316,NA,7,14.25,7,61,NA,NA
2015-09-23,3,114.689141036828,NA,7,14,5,20,NA,NA
2015-09-24,3,111.820297518484,NA,3,16,11,0,NA,NA
2015-09-25,3,100.188435265973,NA,4,14.875,8,61,NA,NA
2015-09-26,3,167.256400076095,NA,4,15.25,7,21,NA,NA
2015-09-27,3,190.353191223696,NA,1,15.25,8,NA,NA,NA
2015-09-28,3,119.037376448422,NA,2,14.625,7,0,NA,NA
2015-09-29,3,113.547561893099,NA,2,15.625,9,0,NA,NA
2015-09-30,3,112.433351295931,NA,0,15.375,6,0,NA,NA
2015-10-01,3,112.890899599301,NA,1,14.75,9,0,NA,NA
2015-10-02,3,106.535577201219,NA,2,15.375,7,10,NA,NA
2015-10-03,3,186.550257735195,NA,2,14.375,9,0,Tag der deutschen Einheit,NA
2015-10-04,3,182.177089433129,NA,6,15.625,7,45,NA,NA
2015-10-05,3,139.507902526703,NA,0,16.5,5,10,NA,NA
2015-10-06,3,191.047872542633,NA,7,14.875,14,10,NA,NA
2015-10-07,3,142.58488565143,NA,8,13,7,63,NA,NA
2015-10-08,3,137.799493823338,NA,7,11.875,5,10,NA,NA
2015-10-09,3,124.479675740188,NA,7,11.125,7,21,NA,NA
2015-10-10,3,233.976547760918,NA,1,9.75,14,0,NA,NA
2015-10-11,3,195.713839682979,NA,0,10.25,13,5,NA,NA
2015-10-12,3,161.493041485522,NA,0,8.625,12,5,NA,NA
2015-10-13,3,131.657171786547,NA,7,7.75,10,61,NA,NA
2015-10-14,3,149.540622596632,NA,7,9,11,61,NA,NA
2015-10-15,3,169.665617959777,NA,7,10.375,16,61,NA,NA
2015-10-16,3,174.421588441303,NA,7,10,14,61,NA,NA
2015-10-17,3,212.154857012886,NA,7,10.75,9,61,NA,NA
2015-10-18,3,146.242887178944,NA,8,11.125,10,61,NA,NA
2015-10-19,3,164.789975134135,NA,6,9.25,7,0,NA,Herbstferien
2015-10-20,3,174.702791385283,NA,7,10.25,8,20,NA,Herbstferien
2015-10-21,3,165.749350293937,NA,7,11.25,7,NA,NA,Herbstferien
2015-10-22,3,151.870037627303,NA,7,12.25,10,61,NA,Herbstferien
2015-10-23,3,164.815142324401,NA,1,13.375,15,NA,NA,Herbstferien
2015-10-24,3,217.934551959575,NA,8,12.375,6,NA,NA,Herbstferien
2015-10-25,3,140.919377891528,NA,2,12.25,15,NA,NA,Herbstferien
2015-10-26,3,152.91652558933,NA,0,11.375,6,0,NA,Herbstferien
2015-10-27,3,136.695525031235,NA,0,10.75,10,NA,NA,Herbstferien
2015-10-28,3,125.686864454041,NA,1,11.25,10,5,NA,Herbstferien
2015-10-29,3,138.876054421526,NA,2,10.5,4,10,NA,Herbstferien
2015-10-30,3,114.725405718415,NA,7,11.375,5,10,NA,Herbstferien
2015-10-31,3,136.923512006965,NA,1,11.75,9,10,Reformationstag,Herbstferien
2015-11-01,3,131.223394379473,NA,4,10.75,6,10,NA,NA
2015-11-02,3,116.530394792268,NA,8,9.75,5,10,NA,NA
2015-11-03,3,85.7476179776816,NA,7,5.125,4,45,NA,NA
2015-11-04,3,108.360227858153,NA,1,8,4,10,NA,NA
2015-11-05,3,104.659179850674,NA,6,13.375,5,61,NA,NA
2015-11-06,3,88.9314287329033,NA,8,13.75,6,61,NA,NA
2015-11-07,3,140.452844524859,NA,7,14.625,9,61,NA,NA
2015-11-08,3,152.607539505512,NA,1,13,12,NA,NA,NA
2015-11-09,3,106.911757550291,NA,5,12,15,21,NA,NA
2015-11-10,3,77.2591246043059,NA,7,15,18,61,NA,NA
2015-11-11,3,89.0280001083141,NA,8,13.625,12,61,NA,NA
2015-11-12,3,114.171847336115,NA,2,13.125,17,0,NA,NA
2015-11-13,3,89.9590371263699,NA,4,11.75,19,21,NA,NA
2015-11-14,3,113.069738985194,NA,4,8.125,14,21,NA,NA
2015-11-15,3,119.694295715333,NA,7,8.5,4,61,NA,NA
2015-11-16,3,98.613021347171,NA,7,12.25,12,53,NA,NA
2015-11-17,3,72.7801578065075,NA,7,10.75,8,21,NA,NA
2015-11-18,3,56.1041588717274,NA,6,10.75,19,21,NA,NA
2015-11-19,3,69.9188174587824,NA,7,10.125,20,61,NA,NA
2015-11-20,3,68.2330172268982,NA,7,7.75,9,61,NA,NA
2015-11-21,3,94.5537487825515,NA,7,4.5,15,63,NA,NA
2015-11-22,3,112.859441067849,NA,7,2.25,18,73,NA,NA
2015-11-23,3,80.842269415621,NA,4,3.125,8,NA,NA,NA
2015-11-24,3,105.085937091344,NA,7,3.125,14,61,NA,NA
2015-11-25,3,82.0043374617882,NA,7,5.125,7,61,NA,NA
2015-11-26,3,85.8963225013818,NA,0,5.5,7,NA,NA,NA
2015-11-27,3,83.5498495555774,NA,7,5.25,11,NA,NA,NA
2015-11-28,3,80.8718088270165,NA,2,6.125,11,61,NA,NA
2015-11-29,3,114.086141846843,NA,7,8.25,15,63,NA,NA
2015-11-30,3,97.3531024328631,NA,5,5.75,18,61,NA,NA
2015-12-01,3,81.4279182764571,NA,6,6.75,10,21,NA,NA
2015-12-02,3,92.939909399629,NA,7,10.5,9,21,NA,NA
2015-12-03,3,71.2378384066131,NA,8,9.125,8,61,NA,NA
2015-12-04,3,71.3387210140724,NA,6,9.25,17,61,NA,NA
2015-12-05,3,88.1907152941989,NA,6,9,14,61,NA,NA
2015-12-06,3,127.244430419829,NA,7,10.875,19,20,NA,NA
2015-12-07,3,60.9750500333041,NA,6,8.25,3,NA,NA,NA
2015-12-08,3,94.0209378118793,NA,0,10.75,8,0,NA,NA
2015-12-09,3,85.9894911305105,NA,3,8.75,12,21,NA,NA
2015-12-10,3,100.920371943129,NA,7,6.625,13,21,NA,NA
2015-12-11,3,82.2908430221561,NA,5,6.125,11,63,NA,NA
2015-12-12,3,130.376039900417,NA,3,6.875,10,61,NA,NA
2015-12-13,3,150.040759469444,NA,1,5.25,9,NA,NA,NA
2015-12-14,3,99.1527894963271,NA,7,3.625,6,21,NA,NA
2015-12-15,3,97.4589956086864,NA,7,5.5,8,61,NA,NA
2015-12-16,3,74.1859539243799,NA,8,6.25,7,10,NA,NA
2015-12-17,3,85.4781007686427,NA,7,11.875,9,53,NA,NA
2015-12-18,3,70.3918910072538,NA,8,10.375,15,61,NA,NA
2015-12-19,3,84.5745459337765,NA,6,11.375,10,0,NA,NA
2015-12-20,3,97.3754025532662,NA,5,12.5,9,NA,NA,NA
2015-12-21,3,97.1686358768173,NA,7,10.25,14,21,NA,Weihnachtsferien
2015-12-22,3,89.327573330566,NA,7,11.25,17,61,NA,Weihnachtsferien
2015-12-23,3,103.056845595438,NA,6,10.375,20,61,NA,Weihnachtsferien
2015-12-24,3,137.024357889754,NA,3,8.375,11,61,NA,Weihnachtsferien
2015-12-27,3,139.175735437382,NA,7,10.875,15,61,NA,Weihnachtsferien
2015-12-28,3,165.711268017584,NA,8,4.75,11,NA,NA,Weihnachtsferien
2015-12-29,3,162.948539436162,NA,7,5.125,11,NA,NA,Weihnachtsferien
2015-12-30,3,198.531538169955,NA,8,5.25,9,0,NA,Weihnachtsferien
2015-12-31,3,208.660491671414,NA,7,2,10,61,NA,Weihnachtsferien
2016-01-02,3,182.703831244386,NA,8,0,16,10,NA,Weihnachtsferien
2016-01-03,3,164.859005761667,NA,7,-5.5,13,0,NA,Weihnachtsferien
2016-01-04,3,125.661184368252,NA,5,-6,15,10,NA,Weihnachtsferien
2016-01-05,3,101.23954835125,NA,1,-3.625,14,5,NA,Weihnachtsferien
2016-01-06,3,77.6448105535074,NA,0,-3,12,5,NA,Weihnachtsferien
2016-01-07,3,89.7986360923816,NA,7,-4,13,22,NA,NA
2016-01-08,3,62.3059143752801,NA,7,1.75,20,61,NA,NA
2016-01-09,3,131.135214043175,NA,4,2.875,6,21,NA,NA
2016-01-10,3,133.842985475896,NA,7,2.125,8,63,NA,NA
2016-01-11,3,85.8697308053528,NA,7,2.5,6,45,NA,NA
2016-01-12,3,97.1292028532515,NA,7,4,8,63,NA,NA
2016-01-13,3,76.6672503579133,NA,8,1.875,14,61,NA,NA
2016-01-14,3,84.4716470314345,NA,6,1.75,6,10,NA,NA
2016-01-15,3,77.2434255197582,NA,7,2.125,12,10,NA,NA
2016-01-16,3,115.665082036361,NA,7,0.5,5,10,NA,NA
2016-01-17,3,172.589343024335,NA,3,-1.375,9,NA,NA,NA
2016-01-18,3,75.7081265683294,NA,6,-1.75,6,10,NA,NA
2016-01-19,3,89.795126229029,NA,7,-2.5,10,73,NA,NA
2016-01-20,3,107.303400705441,NA,7,-1.625,8,28,NA,NA
2016-01-21,3,101.506722935716,NA,4,-4.875,5,20,NA,NA
2016-01-22,3,65.7203857155031,NA,1,-3,7,10,NA,NA
2016-01-23,3,97.7792786852686,NA,6,3.125,6,49,NA,NA
2016-01-24,3,151.068199970058,NA,7,5.125,7,10,NA,NA
2016-01-25,3,80.5316812843894,NA,8,9,9,45,NA,NA
2016-01-26,3,56.1255091629798,NA,7,7.875,9,NA,NA,NA
2016-01-27,3,104.49661880823,NA,7,10.375,15,61,NA,NA
2016-01-28,3,69.5372348970724,NA,5,6.75,16,21,NA,NA
2016-01-29,3,77.2674236690111,NA,7,8.125,17,61,NA,NA
2016-01-30,3,101.154895981059,NA,7,6.625,17,65,NA,NA
2016-01-31,3,116.036789722019,NA,6,4.125,13,61,NA,NA
2016-02-01,3,79.6701465240555,NA,7,7.875,21,61,NA,NA
2016-02-02,3,77.7235209476192,NA,6,7.5,20,61,NA,NA
2016-02-03,3,77.0896272256222,NA,6,4.75,15,61,NA,NA
2016-02-04,3,89.2085750628842,NA,5,4.25,12,22,NA,NA
2016-02-05,3,80.809542590926,NA,7,4.5,10,61,NA,NA
2016-02-06,3,106.75536822121,NA,7,9.375,11,21,NA,NA
2016-02-07,3,140.818372036017,NA,6,9.75,12,21,NA,NA
2016-02-08,3,102.447839075974,NA,7,8.5,16,63,NA,NA
2016-02-09,3,87.6022418913691,NA,5,6.75,15,61,NA,NA
2016-02-10,3,80.2737824771539,NA,7,3.75,9,61,NA,NA
2016-02-11,3,91.3535120777711,NA,7,5.25,7,61,NA,NA
2016-02-12,3,69.5290464094912,NA,7,3.5,6,61,NA,NA
